CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
872986408,01/01/2016,00:01:00,12/31/2017,23:59:00,03/05/2018,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",ATTEMPTED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,33,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1001936,245282,40.839908201,-73.936083587,"(40.839908201, -73.936083587)"
911003056,01/01/2016,12:00:00,02/16/2018,12:00:00,02/28/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,OTHER,,,989731,222727,40.778016975,-73.980211324,"(40.778016975, -73.980211324)"
178447094,01/01/2016,08:00:00,03/18/2017,17:00:00,02/21/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1001606,251324,40.856492363,-73.93726058,"(40.856492363, -73.93726058)"
713483285,01/01/2016,00:00:00,02/15/2018,19:30:00,02/16/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,1001374,238163,40.820369696,-73.938132846,"(40.820369696, -73.938132846)"
908438691,01/01/2016,10:00:00,02/11/2018,16:00:00,02/11/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,993373,229301,40.79605784,-73.967052307,"(40.79605784, -73.967052307)"
807539955,01/01/2016,12:00:00,01/24/2018,17:00:00,01/24/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESIDENCE - APT. HOUSE,,,988085,217902,40.764774473,-73.986157253,"(40.764774473, -73.986157253)"
194735658,01/04/2016,12:00:00,01/04/2016,23:00:00,01/11/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1005250,254388,40.864894204,-73.92407815,"(40.864894204, -73.92407815)"
851536595,01/08/2016,12:00:00,01/08/2016,12:05:00,05/17/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,985850,210155,40.743511609,-73.994227355,"(40.743511609, -73.994227355)"
593729757,01/18/2016,07:44:00,01/18/2018,07:47:00,01/18/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,DRUG STORE,,,998151,234236,40.809596838,-73.949785598,"(40.809596838, -73.949785598)"
881300600,01/25/2016,12:00:00,03/25/2018,01:00:00,03/30/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,,,,984037,205508,40.730756883,-74.000769976,"(40.730756883, -74.000769976)"
254166325,01/28/2016,10:00:00,01/28/2018,11:00:00,01/29/2018,365,ADMINISTRATIVE CODE,878,"ADM.CODE,UNCLASSIFIED MISDEMEA",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,FRONT OF,RESIDENCE - APT. HOUSE,,,996600,231435,40.801911169,-73.955393569,"(40.801911169, -73.955393569)"
726809803,01/28/2016,12:58:00,01/28/2018,13:12:00,01/28/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,997293,221326,40.774163675,-73.952910098,"(40.774163675, -73.952910098)"
980378611,02/01/2016,08:00:00,01/29/2018,18:00:00,01/30/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,COMMERCIAL BUILDING,,,989736,216243,40.760220074,-73.980198562,"(40.760220074, -73.980198562)"
539064060,02/09/2016,12:00:00,02/13/2016,20:00:00,03/22/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,32,INSIDE,RESIDENCE - PUBLIC HOUSING,,,999358,236472,40.815732053,-73.945420411,"(40.815732053, -73.945420411)"
407166170,02/11/2016,08:00:00,02/11/2016,20:00:00,04/17/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,PUBLIC BUILDING,,,1001797,232216,40.804046007,-73.936620103,"(40.804046007, -73.936620103)"
676532146,02/14/2016,10:00:00,02/15/2016,12:00:00,02/16/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,7,,TRANSIT - NYC SUBWAY,,,987206,199455,40.714142367,-73.989338511,"(40.714142367, -73.989338511)"
792217800,02/16/2016,12:30:00,02/23/2016,23:00:00,02/10/2018,341,PETIT LARCENY,347,PETIT LARCENY-CHECK FROM MAILB,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,,MAILBOX OUTSIDE,,,1004811,253066,40.861266748,-73.925669364,"(40.861266748, -73.925669364)"
629044935,02/23/2016,12:00:00,06/06/2018,12:00:00,06/14/2018,109,GRAND LARCENY,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1005947,254944,40.866418569,-73.921556421,"(40.866418569, -73.921556421)"
267580625,02/23/2016,12:00:00,06/06/2018,12:00:00,06/14/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1005947,254944,40.866418569,-73.921556421,"(40.866418569, -73.921556421)"
856704542,02/28/2016,07:09:00,02/28/2018,07:09:00,02/28/2018,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,MAILBOX INSIDE,,,1001540,244426,40.837559515,-73.937516953,"(40.837559515, -73.937516953)"
847129382,02/29/2016,15:39:00,01/31/2018,12:00:00,01/31/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,GYM/FITNESS FACILITY,,,986636,219002,40.767794199,-73.991387694,"(40.767794199, -73.991387694)"
623636864,03/01/2016,00:01:00,03/30/2018,15:30:00,04/04/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,991204,206293,40.732908785,-73.97490979,"(40.732908785, -73.97490979)"
607729109,03/01/2016,14:00:00,01/21/2018,20:30:00,01/21/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,998060,240479,40.826732261,-73.950101481,"(40.826732261, -73.950101481)"
150415238,03/02/2016,17:32:00,03/02/2016,17:48:00,02/01/2018,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,1,,TRANSIT - NYC SUBWAY,,,982466,197787,40.709564416,-74.006436281,"(40.709564416, -74.006436281)"
280715700,03/10/2016,18:00:00,03/10/2016,18:00:00,05/23/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,17,,STREET,,,994001,216161,40.759991331,-73.964803255,"(40.759991331, -73.964803255)"
915787960,03/15/2016,14:00:00,03/15/2018,14:15:00,03/16/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,33,FRONT OF,RESIDENCE - APT. HOUSE,,,1001188,248123,40.84770738,-73.938779711,"(40.84770738, -73.938779711)"
435613200,03/23/2016,20:20:00,03/23/2018,20:26:00,03/23/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,TAXI (YELLOW LICENSED),,,997016,219318,40.768652643,-73.953914012,"(40.768652643, -73.953914012)"
797151145,03/29/2016,12:00:00,03/24/2018,19:00:00,04/26/2018,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,998583,222146,40.776412362,-73.948250846,"(40.776412362, -73.948250846)"
594527773,04/01/2016,00:01:00,04/30/2018,23:59:00,05/29/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,,STREET,,,1002106,249501,40.851487774,-73.935457967,"(40.851487774, -73.935457967)"
462985519,04/03/2016,14:00:00,04/03/2018,14:20:00,04/09/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,,999614,227020,40.789788465,-73.944517181,"(40.789788465, -73.944517181)"
877138773,04/04/2016,09:00:00,01/29/2018,10:55:00,03/02/2018,109,GRAND LARCENY,426,"LARCENY,GRAND BY BANK ACCT COMPROMISE-TELLER",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,,,989004,220120,40.770861863,-73.982838131,"(40.770861863, -73.982838131)"
757511095,04/06/2016,00:00:00,04/05/2018,00:00:00,04/06/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
587371224,04/08/2016,03:00:00,04/08/2016,06:00:00,04/16/2018,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,FRONT OF,STREET,,,987813,219268,40.768523904,-73.987138437,"(40.768523904, -73.987138437)"
662400916,04/11/2016,00:00:00,04/11/2016,23:59:00,03/20/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,,,990708,221712,40.775230406,-73.976684667,"(40.775230406, -73.976684667)"
724929407,04/13/2016,14:00:00,04/13/2018,14:00:00,04/14/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,,,990911,223003,40.778773711,-73.97595045,"(40.778773711, -73.97595045)"
246441119,04/14/2016,14:25:00,04/14/2016,14:30:00,04/14/2018,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1000531,229408,40.796341237,-73.941199816,"(40.796341237, -73.941199816)"
150186162,04/16/2016,20:15:00,04/16/2018,20:25:00,04/17/2018,109,GRAND LARCENY,411,"LARCENY,GRAND FROM EATERY, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESTAURANT/DINER,,,988416,217571,40.763865814,-73.984962561,"(40.763865814, -73.984962561)"
673889637,04/18/2016,06:45:00,03/26/2018,11:00:00,04/03/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESTAURANT/DINER,,,988460,209761,40.74242932,-73.984808613,"(40.74242932, -73.984808613)"
306823376,04/19/2016,06:25:00,,,02/13/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,,STREET,,,994488,235340,40.812632015,-73.963016104,"(40.812632015, -73.963016104)"
160878475,04/22/2016,00:00:00,04/22/2016,02:00:00,02/06/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,RESIDENCE - APT. HOUSE,,,987624,203977,40.726554019,-73.987828427,"(40.726554019, -73.987828427)"
128210795,04/23/2016,17:00:00,,,06/27/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1002662,249660,40.85192304,-73.933447777,"(40.85192304, -73.933447777)"
591833245,04/23/2016,09:00:00,06/25/2018,14:00:00,06/25/2018,353,UNAUTHORIZED USE OF A VEHICLE,462,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE-HOUSE,,,999565,236789,40.816601773,-73.944671854,"(40.816601773, -73.944671854)"
480113710,04/28/2016,08:00:00,04/28/2016,20:00:00,04/20/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,PUBLIC BUILDING,,,985286,212846,40.750897813,-73.99626231,"(40.750897813, -73.99626231)"
109633287,05/01/2016,12:00:00,04/03/2018,12:34:00,04/03/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,,,,984497,205368,40.730372616,-73.999110247,"(40.730372616, -73.999110247)"
250747475,05/01/2016,00:00:00,05/31/2016,00:00:00,03/01/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,,RESIDENCE - APT. HOUSE,,,996241,236149,40.814850289,-73.956681848,"(40.814850289, -73.956681848)"
171925789,05/01/2016,08:00:00,12/01/2017,14:00:00,02/09/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,996123,238528,40.821380135,-73.957103936,"(40.821380135, -73.957103936)"
733669574,05/01/2016,19:36:00,,,01/30/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE-HOUSE,,,986160,205842,40.731673428,-73.993109848,"(40.731673428, -73.993109848)"
799813266,05/05/2016,17:00:00,01/26/2018,19:00:00,01/27/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,,,999949,245202,40.839692381,-73.943264864,"(40.839692381, -73.943264864)"
245982587,05/05/2016,14:25:00,01/11/2017,08:00:00,01/21/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,992485,230976,40.800656132,-73.970257405,"(40.800656132, -73.970257405)"
760181746,05/20/2016,00:01:00,07/27/2016,23:59:00,06/21/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,993373,229301,40.79605784,-73.967052307,"(40.79605784, -73.967052307)"
922995246,06/01/2016,00:01:00,09/25/2016,23:59:00,03/27/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,STREET,,,987965,215284,40.757588785,-73.986591894,"(40.757588785, -73.986591894)"
500248369,06/01/2016,08:00:00,03/22/2018,12:00:00,03/22/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,993996,221293,40.774077348,-73.964813863,"(40.774077348, -73.964813863)"
354117389,06/01/2016,00:05:00,02/01/2018,09:00:00,01/29/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,26,INSIDE,RESIDENCE - PUBLIC HOUSING,,,996241,236149,40.814850289,-73.956681848,"(40.814850289, -73.956681848)"
262774125,06/01/2016,21:00:00,07/24/2016,21:00:00,01/10/2018,104,RAPE,153,RAPE 3,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1002106,249501,40.851487774,-73.935457967,"(40.851487774, -73.935457967)"
537199647,06/02/2016,12:00:00,04/17/2018,17:00:00,05/14/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,995213,217576,40.763873723,-73.96042599,"(40.763873723, -73.96042599)"
226593635,06/03/2016,17:48:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,BANK,,,986360,215716,40.758775044,-73.992385119,"(40.758775044, -73.992385119)"
862185268,06/06/2016,11:00:00,06/06/2016,11:00:00,06/06/2018,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,26,FRONT OF,COMMERCIAL BUILDING,,,996342,237038,40.817290208,-73.956315366,"(40.817290208, -73.956315366)"
158213971,06/06/2016,18:31:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,BANK,,,996482,223147,40.779163,-73.955834874,"(40.779163, -73.955834874)"
318976953,06/06/2016,15:00:00,02/06/2018,07:00:00,02/06/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,RESIDENCE-HOUSE,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
936811784,06/07/2016,14:33:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,BANK,,,996482,223147,40.779163,-73.955834874,"(40.779163, -73.955834874)"
791020551,06/08/2016,16:05:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,BANK,,,987045,213240,40.751978863,-73.989913548,"(40.751978863, -73.989913548)"
829212836,06/09/2016,18:48:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,BANK,,,989155,221677,40.775135338,-73.982291841,"(40.775135338, -73.982291841)"
818178323,06/09/2016,18:38:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,BANK,,,988982,223466,40.780045767,-73.982915201,"(40.780045767, -73.982915201)"
271275883,06/09/2016,08:00:00,06/30/2017,08:00:00,02/21/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,CHAIN STORE,,,993311,231911,40.803221643,-73.967272709,"(40.803221643, -73.967272709)"
887139804,06/11/2016,17:19:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,BANK,,,987666,214366,40.75506923,-73.987671622,"(40.75506923, -73.987671622)"
530614803,06/13/2016,17:54:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,BANK,,,993380,232164,40.803915987,-73.967023133,"(40.803915987, -73.967023133)"
430890653,06/13/2016,14:17:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,BANK,,,988982,223466,40.780045767,-73.982915201,"(40.780045767, -73.982915201)"
590297235,06/14/2016,13:28:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,BANK,,,988982,223466,40.780045767,-73.982915201,"(40.780045767, -73.982915201)"
551280990,06/15/2016,10:00:00,06/06/2018,17:00:00,06/07/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,PUBLIC SCHOOL,,,986791,217425,40.763465697,-73.990828721,"(40.763465697, -73.990828721)"
943289293,06/15/2016,19:33:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,BANK,,,996482,223147,40.779163,-73.955834874,"(40.779163, -73.955834874)"
365753029,06/15/2016,21:09:00,,,01/19/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,BANK,,,996482,223147,40.779163,-73.955834874,"(40.779163, -73.955834874)"
334521096,06/16/2016,13:00:00,01/20/2018,16:00:00,01/29/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,HOTEL/MOTEL,,,994554,221287,40.774060247,-73.962799233,"(40.774060247, -73.962799233)"
394179974,06/23/2016,16:10:00,06/23/2018,16:18:00,06/23/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,,STREET,,,990823,215044,40.756928384,-73.976275976,"(40.756928384, -73.976275976)"
