CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
295220707,06/26/2016,12:10:00,06/26/2018,13:05:00,06/26/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,GYM/FITNESS FACILITY,,,987583,210248,40.743766388,-73.987973246,"(40.743766388, -73.987973246)"
662026726,06/26/2016,11:00:00,,,06/26/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,PUBLIC SCHOOL,,,997334,237085,40.817417796,-73.952731368,"(40.817417796, -73.952731368)"
980268220,07/01/2016,08:00:00,07/31/2016,20:00:00,03/17/2018,109,GRAND LARCENY,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1002644,250694,40.854761099,-73.933510004,"(40.854761099, -73.933510004)"
202864689,07/01/2016,09:02:00,02/09/2018,08:45:00,02/09/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,991583,208144,40.737989018,-73.973540251,"(40.737989018, -73.973540251)"
583959548,07/01/2016,09:00:00,12/29/2017,14:16:00,01/02/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,999358,222038,40.776114639,-73.945452881,"(40.776114639, -73.945452881)"
980866933,07/02/2016,19:00:00,09/30/2016,12:00:00,03/07/2018,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,RESIDENCE - APT. HOUSE,,,996463,235457,40.812950638,-73.955881094,"(40.812950638, -73.955881094)"
434726643,07/10/2016,12:00:00,04/18/2018,12:00:00,05/02/2018,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,997805,222252,40.776704532,-73.951059671,"(40.776704532, -73.951059671)"
501279711,07/26/2016,11:22:00,,,02/20/2018,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,23,,TRANSIT - NYC SUBWAY,,,999643,228852,40.79481676,-73.944408254,"(40.79481676, -73.944408254)"
562074073,08/01/2016,12:00:00,06/30/2017,12:00:00,04/04/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,989145,210412,40.7442158,-73.982336146,"(40.7442158, -73.982336146)"
733645152,08/01/2016,12:00:00,02/18/2018,17:00:00,02/21/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,23,,RESIDENCE - APT. HOUSE,,,1000142,225685,40.786123314,-73.942613564,"(40.786123314, -73.942613564)"
236960258,08/01/2016,09:00:00,,,01/29/2018,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,989866,208688,40.73948342,-73.979735608,"(40.73948342, -73.979735608)"
491159932,08/11/2016,08:00:00,10/17/2016,08:00:00,04/28/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,993373,229301,40.79605784,-73.967052307,"(40.79605784, -73.967052307)"
641463662,08/13/2016,12:00:00,12/27/2017,08:56:00,01/08/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,980219,197152,40.707820753,-74.014540763,"(40.707820753, -74.014540763)"
358351963,08/15/2016,13:00:00,10/15/2016,15:00:00,03/13/2018,109,GRAND LARCENY,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,996001,223898,40.781224949,-73.957570326,"(40.781224949, -73.957570326)"
588484479,08/19/2016,22:00:00,01/31/2018,22:26:00,01/31/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1004150,249306,40.850948187,-73.928070171,"(40.850948187, -73.928070171)"
270997227,09/01/2016,07:30:00,05/09/2018,07:30:00,05/31/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,FRONT OF,STREET,,,994276,218779,40.76717676,-73.963806683,"(40.76717676, -73.963806683)"
488691427,09/01/2016,12:00:00,05/22/2018,12:00:00,05/22/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,987873,212315,40.74943967,-73.986925574,"(40.74943967, -73.986925574)"
644019123,09/01/2016,09:00:00,04/30/2017,16:00:00,05/03/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,995082,218842,40.767348727,-73.960896849,"(40.767348727, -73.960896849)"
112249779,09/01/2016,16:00:00,03/31/2018,23:59:00,04/11/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,GYM/FITNESS FACILITY,,,982752,206772,40.734226128,-74.005406689,"(40.734226128, -74.005406689)"
800913042,09/01/2016,16:00:00,,,03/21/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,OPPOSITE OF,STREET,,,992532,212752,40.75063599,-73.970110103,"(40.75063599, -73.970110103)"
265434362,09/01/2016,12:00:00,02/12/2018,14:20:00,02/12/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,982276,196845,40.706978808,-74.007121329,"(40.706978808, -74.007121329)"
220387491,09/01/2016,01:00:00,08/01/2017,01:00:00,01/28/2018,109,GRAND LARCENY,434,"LARCENY,GRAND BY OPEN BANK ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,,,1002134,233838,40.808497274,-73.935398508,"(40.808497274, -73.935398508)"
767287359,09/02/2016,00:00:00,09/12/2016,00:00:00,03/06/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
107620142,09/02/2016,09:00:00,01/15/2018,11:00:00,01/15/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,MAILBOX INSIDE,,,1001534,248877,40.849776217,-73.937527165,"(40.849776217, -73.937527165)"
968862224,09/06/2016,20:00:00,09/06/2016,20:30:00,05/17/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,985679,213954,40.753938938,-73.994843655,"(40.753938938, -73.994843655)"
989656396,09/06/2016,12:00:00,09/22/2016,15:30:00,03/22/2018,121,CRIMINAL MISCHIEF & RELATED OF,268,CRIMINAL MIS 2 & 3,COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,5,,TRANSIT FACILITY (OTHER),,,983125,199091,40.713143696,-74.004059506,"(40.713143696, -74.004059506)"
956081621,09/09/2016,12:00:00,,,03/26/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,COMMERCIAL BUILDING,,,987060,208451,40.738834251,-73.98986141,"(40.738834251, -73.98986141)"
545836263,09/10/2016,07:00:00,09/10/2016,08:00:00,05/03/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,FRONT OF,MAILBOX OUTSIDE,,,1006630,255469,40.867857829,-73.919085298,"(40.867857829, -73.919085298)"
928266246,09/15/2016,10:00:00,02/01/2018,11:00:00,02/01/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,992848,228356,40.793464597,-73.968949638,"(40.793464597, -73.968949638)"
151157641,09/20/2016,09:00:00,,,02/16/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE - APT. HOUSE,,,985324,204347,40.727570158,-73.996126514,"(40.727570158, -73.996126514)"
951151453,10/01/2016,10:00:00,04/12/2018,10:15:00,04/13/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,GYM/FITNESS FACILITY,,,987358,221232,40.773914744,-73.988780154,"(40.773914744, -73.988780154)"
539810329,10/01/2016,00:01:00,03/05/2018,12:00:00,04/02/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,994058,215488,40.758144054,-73.964598483,"(40.758144054, -73.964598483)"
107985447,10/04/2016,23:30:00,10/04/2016,23:55:00,01/11/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,997376,233927,40.808749904,-73.952585806,"(40.808749904, -73.952585806)"
776640196,10/07/2016,08:00:00,10/07/2016,18:00:00,04/17/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,PUBLIC BUILDING,,,1001797,232216,40.804046007,-73.936620103,"(40.804046007, -73.936620103)"
469272106,10/07/2016,00:01:00,10/31/2016,23:59:00,03/27/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,997376,233927,40.808749904,-73.952585806,"(40.808749904, -73.952585806)"
617336130,10/16/2016,00:00:00,06/02/2018,19:22:00,06/02/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,996507,238483,40.821256099,-73.955716613,"(40.821256099, -73.955716613)"
623814286,10/16/2016,00:01:00,06/14/2017,12:00:00,02/21/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,992256,228214,40.793075401,-73.971087823,"(40.793075401, -73.971087823)"
738938362,10/17/2016,02:00:00,03/04/2018,16:00:00,03/04/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,,BARUCH,990933,200320,40.716514555,-73.975893551,"(40.716514555, -73.975893551)"
736942748,10/26/2016,08:00:00,04/27/2018,16:00:00,05/14/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,988341,212669,40.750411107,-73.985236286,"(40.750411107, -73.985236286)"
478269317,10/26/2016,08:00:00,01/05/2018,17:00:00,02/21/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1003438,251058,40.855758481,-73.930638777,"(40.855758481, -73.930638777)"
928212188,10/29/2016,00:00:00,11/09/2016,00:00:00,02/12/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
598248457,10/30/2016,21:00:00,10/30/2016,21:30:00,01/23/2018,109,GRAND LARCENY,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,RESIDENCE - APT. HOUSE,,,984340,216674,40.76140476,-73.999676569,"(40.76140476, -73.999676569)"
340703673,11/01/2016,00:00:00,11/01/2016,23:59:00,03/20/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1005202,253699,40.863003221,-73.924253843,"(40.863003221, -73.924253843)"
244995083,11/01/2016,09:00:00,03/09/2018,20:55:00,03/09/2018,112,THEFT-FRAUD,772,COMPUTER TAMPER/TRESSPASS,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,985802,213781,40.753464076,-73.994399743,"(40.753464076, -73.994399743)"
191995705,11/01/2016,00:00:00,11/10/2016,00:00:00,01/10/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,983903,200257,40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
975869468,11/06/2016,01:30:00,11/06/2016,02:00:00,05/10/2018,104,RAPE,159,"RAPE 1,ATTEMPT",ATTEMPTED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE - APT. HOUSE,,,982752,206772,40.734226128,-74.005406689,"(40.734226128, -74.005406689)"
654645618,11/08/2016,20:00:00,,,05/13/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,HOTEL/MOTEL,,,988353,217918,40.764818269,-73.985189773,"(40.764818269, -73.985189773)"
492288529,11/08/2016,00:01:00,,,01/18/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,JEWELRY,,,990125,214834,40.756352479,-73.978795614,"(40.756352479, -73.978795614)"
870003814,11/16/2016,15:00:00,05/10/2018,12:19:00,05/10/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,7,INSIDE,RESIDENCE - APT. HOUSE,,,987721,202253,40.721822019,-73.987479351,"(40.721822019, -73.987479351)"
342851500,11/16/2016,09:00:00,02/01/2018,23:59:00,02/21/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,987368,207722,40.736833222,-73.988750312,"(40.736833222, -73.988750312)"
254850113,11/18/2016,15:00:00,11/29/2016,12:00:00,01/28/2018,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,JEWELRY,,,989741,215196,40.757346324,-73.980181368,"(40.757346324, -73.980181368)"
511689414,11/18/2016,14:00:00,01/03/2018,14:00:00,01/05/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,990598,212007,40.748592752,-73.977090987,"(40.748592752, -73.977090987)"
311229102,11/20/2016,18:00:00,12/28/2016,18:00:00,02/02/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,19,INSIDE,RESIDENCE - PUBLIC HOUSING,,,999557,223723,40.780739178,-73.944730538,"(40.780739178, -73.944730538)"
237085551,11/20/2016,12:00:00,11/26/2016,23:59:00,01/23/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINCOLN,1001769,234797,40.811130194,-73.936714506,"(40.811130194, -73.936714506)"
728840501,11/24/2016,15:00:00,06/13/2018,15:00:00,06/13/2018,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,32,FRONT OF,RESIDENCE - PUBLIC HOUSING,,RANGEL,1002118,242744,40.832941761,-73.935432593,"(40.832941761, -73.935432593)"
307927570,11/29/2016,13:00:00,,,01/03/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,DEPARTMENT STORE,,,996345,230977,40.800654436,-73.956315447,"(40.800654436, -73.956315447)"
758504977,11/30/2016,08:00:00,11/30/2016,18:00:00,04/12/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,PUBLIC BUILDING,,,1001797,232216,40.804046007,-73.936620103,"(40.804046007, -73.936620103)"
620172690,12/01/2016,00:01:00,12/24/2016,23:59:00,05/08/2018,104,RAPE,155,RAPE 2,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINCOLN,1000555,230994,40.800694331,-73.941109286,"(40.800694331, -73.941109286)"
723730997,12/01/2016,09:00:00,,,03/19/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,JOHNSON,1000102,229680,40.797088584,-73.94274858,"(40.797088584, -73.94274858)"
913879880,12/01/2016,20:53:00,,,03/16/2018,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,28,,TRANSIT - NYC SUBWAY,,,999342,233575,40.807780622,-73.945484727,"(40.807780622, -73.945484727)"
388970644,12/01/2016,10:00:00,12/22/2017,10:00:00,03/04/2018,109,GRAND LARCENY,443,"LARCENY,GRAND OF BICYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,982733,198432,40.711334838,-74.005473365,"(40.711334838, -74.005473365)"
958556764,12/01/2016,09:00:00,,,02/05/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,,,999911,242928,40.833450977,-73.943407506,"(40.833450977, -73.943407506)"
744548390,12/05/2016,14:00:00,12/05/2016,14:30:00,05/03/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,PUBLIC BUILDING,,,1001797,232216,40.804046007,-73.936620103,"(40.804046007, -73.936620103)"
278114175,12/05/2016,16:30:00,01/25/2018,16:00:00,01/30/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,COMMERCIAL BUILDING,,,989741,215196,40.757346324,-73.980181368,"(40.757346324, -73.980181368)"
596043513,12/07/2016,10:00:00,01/18/2018,18:00:00,02/23/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,DOCTOR/DENTIST OFFICE,,,993538,217312,40.763151029,-73.966472956,"(40.763151029, -73.966472956)"
945860965,12/12/2016,00:00:00,03/31/2017,23:59:00,04/18/2018,115,PROSTITUTION & RELATED OFFENSES,586,SEX TRAFFICKING,COMPLETED,FELONY,PORT AUTHORITY,MANHATTAN,14,INSIDE,BUS TERMINAL,,,985679,213954,40.753938938,-73.994843655,"(40.753938938, -73.994843655)"
589667703,12/18/2016,17:35:00,,,03/16/2018,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,28,,TRANSIT - NYC SUBWAY,,,999342,233575,40.807780622,-73.945484727,"(40.807780622, -73.945484727)"
775120794,12/20/2016,00:01:00,12/20/2016,23:59:00,03/20/2018,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1002106,249501,40.851487774,-73.935457967,"(40.851487774, -73.935457967)"
584037993,12/22/2016,14:00:00,01/05/2017,09:00:00,03/29/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,,STREET,,,984338,208351,40.738560221,-73.999683896,"(40.738560221, -73.999683896)"
796509162,12/23/2016,09:00:00,02/20/2018,10:00:00,03/11/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1005317,255575,40.868151998,-73.923832188,"(40.868151998, -73.923832188)"
434208277,12/26/2016,00:01:00,04/11/2018,07:00:00,04/12/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,MAILBOX OUTSIDE,,,993174,228016,40.792531066,-73.967772735,"(40.792531066, -73.967772735)"
519767678,12/26/2016,00:01:00,01/01/2017,00:01:00,01/11/2018,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,,PARKING LOT/GARAGE (PUBLIC),,,988934,200565,40.717188305,-73.983104465,"(40.717188305, -73.983104465)"
809715786,12/30/2016,09:00:00,,10:00:00,05/04/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,988926,211121,40.746161946,-73.98312599,"(40.746161946, -73.98312599)"
